b_id,bill_name,congno,total_amount,total_lobbyists,total_agencies,first_year,last_year,num_years
hr1417-113,H.R.1417,113.0,370006124.0,2252.0,1887.0,2013,2014,2
hr4302-113,H.R.4302,113.0,369889268.0,4110.0,4326.0,2014,2015,2
s847-116,S.847,116.0,369034900.0,2035.0,2019.0,2019,2020,2
s1843-117,S.1843,117.0,368253752.0,2289.0,3370.0,2021,2023,3
s33-114,S.33,114.0,367990421.0,2424.0,1883.0,2015,2016,2
s1939-116,S.1939,116.0,367985108.0,1916.0,1827.0,2019,2020,2
hr2513-116,H.R.2513,116.0,367848103.0,2698.0,4354.0,2019,2020,2
hr4346-117,H.R.4346,117.0,367212766.0,3681.0,4084.0,2021,2023,3
hr1599-114,H.R.1599,114.0,366098195.0,3061.0,3970.0,2015,2016,2
hr7669-116,H.R.7669,116.0,365942868.0,2195.0,2131.0,2020,2020,1
s2710-117,S.2710,117.0,365551725.0,2264.0,2073.0,2021,2023,3
hr5325-114,H.R.5325,114.0,365486343.0,3376.0,3945.0,2016,2017,2
s1188-113,S.1188,113.0,365472441.0,1954.0,2359.0,2013,2015,3
hr2642-113,H.R.2642,113.0,365215296.0,4969.0,6774.0,2013,2015,3
s544-114,S.544,114.0,364672110.0,1972.0,1647.0,2015,2016,2
s1201-116,S.1201,116.0,363551555.0,2042.0,1686.0,2019,2020,2
s1647-114,S.1647,114.0,363239871.0,3109.0,4096.0,2015,2017,3
s1106-113,S.1106,113.0,362704898.0,1795.0,1936.0,2013,2015,3
hr216-116,H.R.216,116.0,362423266.0,1702.0,2647.0,2019,2020,2
s1494-117,S.1494,117.0,362040427.0,1931.0,1714.0,2021,2022,2
hr2510-114,H.R.2510,114.0,361429432.0,1929.0,1846.0,2015,2017,3
s1695-114,S.1695,114.0,361090276.0,5319.0,6240.0,2015,2017,3
hr5332-116,H.R.5332,116.0,359751990.0,1618.0,1227.0,2019,2020,2
hr5394-114,H.R.5394,114.0,359561116.0,3416.0,4473.0,2016,2017,2
hr5634-114,H.R.5634,114.0,358801965.0,2580.0,2862.0,2016,2017,2
s1612-113,S.1612,113.0,357897718.0,2235.0,3197.0,2013,2015,3
s1460-115,S.1460,115.0,357454428.0,3625.0,6359.0,2017,2019,3
hr1341-113,H.R.1341,113.0,357129023.0,2104.0,1472.0,2013,2014,2
hr2639-113,H.R.2639,113.0,356947736.0,1868.0,2570.0,2013,2015,3
s142-116,S.142,116.0,356703201.0,1805.0,2035.0,2019,2020,2
hr302-115,H.R.302,115.0,356535702.0,2908.0,3436.0,2017,2018,2
hr2886-113,H.R.2886,113.0,355961549.0,1459.0,1015.0,2013,2014,2
s474-113,S.474,113.0,355848948.0,2070.0,1391.0,2013,2014,2
hr4903-113,H.R.4903,113.0,355518727.0,2836.0,3434.0,2014,2015,2
s1004-116,S.1004,116.0,355077206.0,1895.0,1422.0,2019,2020,2
hr1384-116,H.R.1384,116.0,354977942.0,2525.0,3104.0,2019,2020,2
s535-114,S.535,114.0,354667595.0,1849.0,2122.0,2015,2016,2
hr1381-117,H.R.1381,117.0,353497479.0,1787.0,2838.0,2021,2022,2
hr1-113,H.R.1,113.0,353294167.0,3050.0,3667.0,2013,2015,3
hr601-115,H.R.601,115.0,352754786.0,1970.0,2582.0,2017,2018,2
hr1503-116,H.R.1503,116.0,352429574.0,2264.0,1901.0,2019,2020,2
hr2875-115,H.R.2875,115.0,352079817.0,1842.0,2100.0,2017,2019,3
hr4-115,H.R.4,115.0,351959657.0,3154.0,3987.0,2017,2018,2
hr1603-117,H.R.1603,117.0,351718739.0,2865.0,3587.0,2021,2022,2
s2303-116,S.2303,116.0,351499577.0,1756.0,1302.0,2019,2020,2
hr3164-116,H.R.3164,116.0,351418660.0,3618.0,4792.0,2019,2020,2
hr1210-114,H.R.1210,114.0,351367495.0,1735.0,1799.0,2015,2016,2
s239-115,S.239,115.0,350843650.0,2092.0,1599.0,2017,2019,3
hr1030-114,H.R.1030,114.0,350248400.0,2078.0,2123.0,2015,2016,2
hr6-116,H.R.6,116.0,348574175.0,3524.0,5380.0,2019,2020,2
hr5502-117,H.R.5502,117.0,347804799.0,2342.0,2972.0,2021,2023,3
hr2374-113,H.R.2374,113.0,347729265.0,2807.0,2537.0,2013,2015,3
hr2767-113,H.R.2767,113.0,347651142.0,2669.0,3116.0,2013,2015,3
hr5393-114,H.R.5393,114.0,347541440.0,3240.0,3454.0,2015,2017,3
s584-115,S.584,115.0,347540269.0,1951.0,2714.0,2017,2018,2
hr3960-116,H.R.3960,116.0,347205000.0,1653.0,1046.0,2019,2020,2
hr2874-115,H.R.2874,115.0,346580024.0,2026.0,2644.0,2017,2019,3
hr4-113,H.R.4,113.0,345618348.0,1739.0,1478.0,2013,2014,2
hr5983-114,H.R.5983,114.0,345496489.0,2437.0,2510.0,2016,2017,2
hr158-114,H.R.158,114.0,345055842.0,2007.0,1574.0,2015,2016,2
hr1431-115,H.R.1431,115.0,344880969.0,1903.0,1630.0,2017,2018,2
s263-115,S.263,115.0,344359671.0,2114.0,2723.0,2017,2018,2
hr2410-113,H.R.2410,113.0,344200166.0,3793.0,3756.0,2013,2015,3
hr1004-115,H.R.1004,115.0,343295563.0,1566.0,1798.0,2017,2018,2
hr723-115,H.R.723,115.0,343162938.0,1988.0,1583.0,2017,2019,3
hr4795-113,H.R.4795,113.0,342690554.0,1539.0,1204.0,2014,2015,2
hr2146-113,H.R.2146,113.0,342442959.0,2150.0,2628.0,2013,2015,3
s153-114,S.153,114.0,340643741.0,2151.0,2998.0,2015,2016,2
s734-116,S.734,116.0,339920330.0,2151.0,2183.0,2019,2020,2
s2428-117,S.2428,117.0,339899584.0,2137.0,1325.0,2021,2023,3
hr133-117,H.R.133,117.0,339796657.0,5568.0,9288.0,2021,2022,2
s1857-116,S.1857,116.0,339608847.0,1872.0,1733.0,2019,2020,2
hr4805-116,H.R.4805,116.0,339300000.0,1590.0,1034.0,2019,2020,2
s919-117,S.919,117.0,338982152.0,1792.0,1363.0,2021,2022,2
s2410-113,S.2410,113.0,336724801.0,3887.0,5002.0,2013,2015,3
hr2891-117,H.R.2891,117.0,336291583.0,1663.0,1298.0,2021,2023,3
hr2289-114,H.R.2289,114.0,335170431.0,2281.0,2495.0,2015,2017,3
hr928-114,H.R.928,114.0,334929291.0,2745.0,3146.0,2015,2016,2
hr3279-116,H.R.3279,116.0,334720000.0,1763.0,1299.0,2019,2020,2
hr7-117,H.R.7,117.0,334371727.0,2047.0,2346.0,2021,2022,2
s479-117,S.479,117.0,334051667.0,2252.0,2294.0,2021,2022,2
hr1595-116,H.R.1595,116.0,333013245.0,3440.0,4100.0,2019,2020,2
s1149-116,S.1149,116.0,332830602.0,1311.0,1866.0,2019,2020,2
s1085-116,S.1085,116.0,332804282.0,1672.0,1610.0,2019,2020,2
hr2045-114,H.R.2045,114.0,330980822.0,1902.0,2447.0,2015,2016,2
hr2850-113,H.R.2850,113.0,330335544.0,1688.0,1181.0,2013,2014,2
hr5055-114,H.R.5055,114.0,330019417.0,3715.0,4157.0,2015,2017,3
hr1996-117,H.R.1996,117.0,330016356.0,3120.0,3667.0,2021,2022,2
hr3401-116,H.R.3401,116.0,329937550.0,1826.0,1287.0,2019,2020,2
hr597-114,H.R.597,114.0,329515371.0,2323.0,2668.0,2015,2016,2
hr3326-114,H.R.3326,114.0,329491664.0,2027.0,2371.0,2015,2017,3
s819-114,S.819,114.0,329484537.0,2273.0,2597.0,2015,2016,2
hr5016-113,H.R.5016,113.0,329235647.0,2339.0,3054.0,2013,2015,3
hr1232-113,H.R.1232,113.0,329119861.0,2061.0,1723.0,2013,2014,2
hr1163-113,H.R.1163,113.0,329083672.0,1906.0,1770.0,2013,2014,2
s264-117,S.264,117.0,328941837.0,2302.0,2678.0,2021,2022,2
s1927-113,S.1927,113.0,327936764.0,1978.0,2172.0,2013,2015,3
s287-116,S.287,116.0,327318730.0,2093.0,3734.0,2019,2020,2
hr687-113,H.R.687,113.0,326394847.0,1624.0,1080.0,2013,2014,2
s1706-116,S.1706,116.0,326373529.0,1794.0,1599.0,2019,2020,2
s378-114,S.378,114.0,324323896.0,1756.0,1237.0,2015,2016,2
s1368-115,S.1368,115.0,323565278.0,1413.0,1644.0,2017,2019,3
hr399-114,H.R.399,114.0,323419097.0,1845.0,1796.0,2015,2016,2
hr1907-114,H.R.1907,114.0,323115391.0,1789.0,1800.0,2015,2016,2
hr3089-115,H.R.3089,115.0,322730210.0,1477.0,1240.0,2017,2018,2
s1390-115,S.1390,115.0,322259914.0,1515.0,2511.0,2017,2019,3
hr4372-117,H.R.4372,117.0,321916477.0,2654.0,3721.0,2021,2023,3
s1885-116,S.1885,116.0,321800000.0,1759.0,1184.0,2019,2020,2
s1306-116,S.1306,116.0,321652958.0,2190.0,2908.0,2019,2020,2
s268-113,S.268,113.0,321222942.0,1711.0,1707.0,2013,2014,2
hr3268-115,H.R.3268,115.0,320267943.0,2999.0,3613.0,2017,2019,3
hjres124-113,H.J.RES.124,113.0,319979543.0,3504.0,4285.0,2014,2014,1
hr1270-114,H.R.1270,114.0,319931033.0,2375.0,1780.0,2015,2016,2
s1244-113,S.1244,113.0,319689640.0,3687.0,3734.0,2013,2015,3
s2563-116,S.2563,116.0,319667553.0,2124.0,3258.0,2019,2020,2
hr2187-116,H.R.2187,116.0,319653000.0,1766.0,1251.0,2019,2020,2
s224-117,S.224,117.0,319460000.0,1607.0,1100.0,2021,2022,2
hr1996-116,H.R.1996,116.0,319388000.0,1721.0,1191.0,2019,2020,2
s1243-113,S.1243,113.0,318407055.0,3629.0,5456.0,2013,2014,2
hr2213-116,H.R.2213,116.0,318296582.0,1670.0,1561.0,2019,2020,2
hr4508-115,H.R.4508,115.0,317894652.0,3176.0,4272.0,2017,2019,3
hr869-117,H.R.869,117.0,317826420.0,2261.0,2429.0,2021,2022,2
hr1493-113,H.R.1493,113.0,317626666.0,1862.0,2119.0,2013,2014,2
hr4775-114,H.R.4775,114.0,317610112.0,1749.0,1851.0,2016,2017,2
hr1295-114,H.R.1295,114.0,317371863.0,2304.0,3206.0,2015,2016,2
s1770-117,S.1770,117.0,317066934.0,3156.0,2982.0,2021,2023,3
s3456-116,S.3456,116.0,316837234.0,1553.0,1628.0,2020,2020,1
hr1062-113,H.R.1062,113.0,316360176.0,2537.0,1786.0,2013,2014,2
hr748-117,H.R.748,117.0,316357641.0,5382.0,6567.0,2021,2022,2
hr6119-117,H.R.6119,117.0,316164836.0,1568.0,2052.0,2021,2023,3
hr5525-117,H.R.5525,117.0,315074550.0,618.0,835.0,2021,2023,3
hr3-114,H.R.3,114.0,315034350.0,2067.0,1886.0,2015,2016,2
hr2825-115,H.R.2825,115.0,314564546.0,3199.0,3496.0,2017,2019,3
hr1251-117,H.R.1251,117.0,314420000.0,1616.0,1118.0,2021,2022,2
hr1731-116,H.R.1731,116.0,314417014.0,1573.0,1020.0,2019,2020,2
hr1430-115,H.R.1430,115.0,314372179.0,1963.0,2110.0,2017,2018,2
hr2021-116,H.R.2021,116.0,314033566.0,1766.0,1472.0,2019,2020,2
s208-114,S.208,114.0,313638500.0,1646.0,1288.0,2015,2016,2
s11-114,S.11,114.0,312995305.0,632.0,541.0,2015,2016,2
hr3630-116,H.R.3630,116.0,312965854.0,3577.0,4849.0,2019,2020,2
s1900-113,S.1900,113.0,312940619.0,2210.0,3413.0,2013,2015,3
s3129-116,S.3129,116.0,312934197.0,2070.0,1914.0,2019,2020,2
s617-117,S.617,117.0,312656341.0,1582.0,2615.0,2021,2022,2
hr1215-115,H.R.1215,115.0,312117281.0,2413.0,2638.0,2017,2018,2
s393-117,S.393,117.0,311755949.0,2655.0,3317.0,2021,2022,2
s489-113,S.489,113.0,311454456.0,1519.0,1044.0,2013,2014,2
hr148-113,H.R.148,113.0,311236483.0,1560.0,1238.0,2013,2014,2
hr238-115,H.R.238,115.0,311187675.0,2195.0,2212.0,2017,2018,2
hr7776-117,H.R.7776,117.0,310974566.0,3231.0,4572.0,2022,2023,2
hr205-116,H.R.205,116.0,310490084.0,1759.0,1288.0,2019,2020,2
hr490-113,H.R.490,113.0,310365000.0,2023.0,1861.0,2013,2015,3
s1717-115,S.1717,115.0,310165347.0,1346.0,1227.0,2017,2018,2
s974-115,S.974,115.0,309766494.0,2572.0,2080.0,2017,2019,3
hr33-115,H.R.33,115.0,309538293.0,1626.0,2380.0,2017,2018,2
hr244-115,H.R.244,115.0,309024337.0,3961.0,4742.0,2017,2018,2
hr4549-117,H.R.4549,117.0,308899707.0,2823.0,3107.0,2021,2023,3
s512-114,S.512,114.0,308176287.0,2008.0,2519.0,2015,2016,2
hr1370-115,H.R.1370,115.0,308129173.0,2786.0,3523.0,2017,2018,2
hr2575-113,H.R.2575,113.0,307745328.0,2230.0,3519.0,2013,2015,3
hr3301-116,H.R.3301,116.0,307665651.0,2161.0,4051.0,2019,2020,2
hr1941-116,H.R.1941,116.0,307587748.0,1735.0,1271.0,2019,2020,2
s2045-114,S.2045,114.0,307541692.0,2471.0,2600.0,2015,2017,3
hr2246-115,H.R.2246,115.0,307391006.0,1550.0,1868.0,2017,2019,3
hr5895-115,H.R.5895,115.0,307175787.0,4011.0,5682.0,2018,2019,2
s1284-113,S.1284,113.0,306696262.0,4699.0,5711.0,2013,2015,3
s64-116,S.64,116.0,305362891.0,1905.0,1449.0,2019,2020,2
s1731-116,S.1731,116.0,305330000.0,1516.0,939.0,2019,2020,2
hr7011-116,H.R.7011,116.0,305178547.0,1209.0,1759.0,2020,2020,1
hres294-116,H.RES.294,116.0,304925265.0,1519.0,982.0,2019,2020,2
hr719-114,H.R.719,114.0,304736240.0,2313.0,3227.0,2015,2016,2
s3398-116,S.3398,116.0,304639025.0,1916.0,1810.0,2020,2020,1
s232-113,S.232,113.0,304330246.0,2224.0,2093.0,2013,2014,2
s223-113,S.223,113.0,303919560.0,1956.0,1798.0,2013,2014,2
hr847-117,H.R.847,117.0,303710000.0,1506.0,924.0,2021,2022,2
hr742-113,H.R.742,113.0,303372510.0,2083.0,1526.0,2013,2014,2
s603-113,S.603,113.0,303349473.0,2651.0,3157.0,2013,2014,2
hr1401-114,H.R.1401,114.0,302995311.0,2175.0,1598.0,2015,2016,2
s2407-117,S.2407,117.0,302199292.0,2040.0,2202.0,2021,2023,3
hr173-115,H.R.173,115.0,302169367.0,2603.0,2820.0,2017,2018,2
hr1259-114,H.R.1259,114.0,302109715.0,1739.0,1736.0,2015,2016,2
hr1038-113,H.R.1038,113.0,302052673.0,1821.0,1687.0,2013,2014,2
s995-114,S.995,114.0,301534611.0,2170.0,2996.0,2015,2017,3
hr1668-116,H.R.1668,116.0,301453330.0,1958.0,2016.0,2019,2020,2
s1454-115,S.1454,115.0,301280000.0,1255.0,1083.0,2017,2018,2
hr2146-114,H.R.2146,114.0,301208887.0,2639.0,3707.0,2015,2016,2
s2324-117,S.2324,117.0,301031000.0,1276.0,1024.0,2021,2022,2
hr3204-113,H.R.3204,113.0,300610631.0,2924.0,2572.0,2013,2015,3
hr1712-117,H.R.1712,117.0,300095783.0,1433.0,2366.0,2021,2022,2
hr3625-116,H.R.3625,116.0,299950000.0,1511.0,1091.0,2019,2020,2
hr2358-114,H.R.2358,114.0,299541915.0,1809.0,1175.0,2015,2017,3
hr4745-113,H.R.4745,113.0,299345726.0,3199.0,4552.0,2013,2015,3
hr1992-117,H.R.1992,117.0,298712528.0,2309.0,2768.0,2021,2022,2
s1317-116,S.1317,116.0,298671127.0,1745.0,1519.0,2019,2020,2
hr8294-117,H.R.8294,117.0,298653726.0,3750.0,6050.0,2021,2023,3
hr4345-117,H.R.4345,117.0,298342909.0,2200.0,2496.0,2021,2022,2
hr4550-117,H.R.4550,117.0,298229023.0,2624.0,3091.0,2021,2023,3
hr30-114,H.R.30,114.0,298041055.0,2606.0,4405.0,2015,2016,2
s1038-114,S.1038,114.0,298040260.0,1768.0,1518.0,2015,2017,3
hr1423-115,H.R.1423,115.0,297735664.0,1197.0,1338.0,2017,2018,2
hr1398-116,H.R.1398,116.0,297288912.0,2163.0,2296.0,2019,2020,2
s172-116,S.172,116.0,297039272.0,2214.0,2440.0,2019,2020,2
hr504-114,H.R.504,114.0,296564714.0,1653.0,1214.0,2015,2016,2
s709-114,S.709,114.0,296212033.0,1992.0,1447.0,2015,2016,2
hr3648-117,H.R.3648,117.0,295730793.0,1870.0,1912.0,2021,2023,3
s292-114,S.292,114.0,295572155.0,1736.0,1265.0,2015,2016,2
hr3219-115,H.R.3219,115.0,295412772.0,4260.0,4849.0,2017,2018,2
hr26-114,H.R.26,114.0,295368444.0,2267.0,2617.0,2015,2016,2
hr1146-116,H.R.1146,116.0,294712564.0,1676.0,1156.0,2019,2020,2
hr1945-113,H.R.1945,113.0,294573990.0,1574.0,1673.0,2013,2014,2
s480-117,S.480,117.0,294006281.0,1775.0,2791.0,2021,2022,2
s660-113,S.660,113.0,293950000.0,1418.0,769.0,2013,2014,2
hr1558-115,H.R.1558,115.0,293849858.0,1471.0,1983.0,2017,2018,2
s225-117,S.225,117.0,293258447.0,1997.0,2176.0,2021,2022,2
s2118-117,S.2118,117.0,293197494.0,2265.0,5232.0,2021,2023,3
hr3629-116,H.R.3629,116.0,292951500.0,1492.0,1201.0,2019,2020,2
hr2565-115,H.R.2565,115.0,292680145.0,1443.0,1816.0,2017,2018,2
s1558-116,S.1558,116.0,292522576.0,1628.0,1447.0,2019,2020,2
hr3614-116,H.R.3614,116.0,292248693.0,1579.0,1124.0,2019,2020,2
hr2353-115,H.R.2353,115.0,292023878.0,2469.0,3969.0,2017,2019,3
hr4373-117,H.R.4373,117.0,291885173.0,2148.0,2348.0,2021,2023,3
s1052-116,S.1052,116.0,291745000.0,1434.0,910.0,2019,2020,2
s1286-116,S.1286,116.0,291380000.0,1400.0,885.0,2019,2020,2
hr275-116,H.R.275,116.0,291289924.0,1745.0,1513.0,2019,2020,2
hr664-114,H.R.664,114.0,290903332.0,1670.0,1014.0,2015,2016,2
hr4616-117,H.R.4616,117.0,290791879.0,1715.0,1581.0,2021,2023,3
hr2968-116,H.R.2968,116.0,290272812.0,3850.0,5185.0,2019,2020,2
hr1174-114,H.R.1174,114.0,290214514.0,1826.0,2163.0,2015,2018,4
hr3141-113,H.R.3141,113.0,289001439.0,1693.0,1848.0,2013,2014,2
hr22-113,H.R.22,113.0,288809046.0,2028.0,1457.0,2013,2014,2
s859-116,S.859,116.0,288590083.0,1385.0,1018.0,2019,2020,2
hr940-116,H.R.940,116.0,288158730.0,1828.0,3193.0,2019,2020,2
hr3358-115,H.R.3358,115.0,287652838.0,3988.0,4487.0,2017,2019,3
hr1003-113,H.R.1003,113.0,286983868.0,1786.0,1432.0,2013,2014,2
s2161-113,S.2161,113.0,286823000.0,1129.0,688.0,2014,2014,1
hr717-115,H.R.717,115.0,286597035.0,1454.0,1186.0,2017,2018,2
s1787-117,S.1787,117.0,285958000.0,1458.0,1014.0,2021,2022,2
s88-114,S.88,114.0,285827127.0,1410.0,860.0,2015,2016,2
hr849-115,H.R.849,115.0,285462436.0,2450.0,2214.0,2017,2018,2
hr3724-113,H.R.3724,113.0,285189376.0,1177.0,734.0,2013,2014,2
s1256-116,S.1256,116.0,285060000.0,1573.0,1114.0,2019,2020,2
hr8256-117,H.R.8256,117.0,284882924.0,3131.0,3632.0,2022,2023,2
hr2202-116,H.R.2202,116.0,284778000.0,1410.0,1098.0,2019,2020,2
s4159-116,S.4159,116.0,284351677.0,1373.0,1145.0,2020,2020,1
s708-114,S.708,114.0,284186494.0,1566.0,1387.0,2015,2016,2
s816-116,S.816,116.0,284140344.0,1398.0,997.0,2019,2020,2
hr963-117,H.R.963,117.0,284039809.0,1978.0,2536.0,2021,2022,2
s517-113,S.517,113.0,283582405.0,1415.0,1419.0,2013,2014,2
hr5440-117,H.R.5440,117.0,283205573.0,1676.0,1966.0,2021,2023,3
hr1695-115,H.R.1695,115.0,282952232.0,1563.0,1961.0,2017,2018,2
hr2868-115,H.R.2868,115.0,282527547.0,1332.0,1633.0,2017,2019,3
s799-117,S.799,117.0,282298873.0,1944.0,2666.0,2021,2022,2
s299-114,S.299,114.0,282269960.0,1568.0,900.0,2015,2016,2
s1211-116,S.1211,116.0,282130000.0,1416.0,895.0,2019,2020,2
s1245-113,S.1245,113.0,281801365.0,3451.0,4247.0,2013,2015,3
s456-114,S.456,114.0,281735118.0,2438.0,2561.0,2015,2016,2
s365-116,S.365,116.0,281480005.0,1596.0,2904.0,2019,2020,2
s1363-116,S.1363,116.0,281385000.0,1405.0,1091.0,2019,2020,2
hr946-116,H.R.946,116.0,281001000.0,1550.0,1241.0,2019,2020,2
s183-114,S.183,114.0,280683525.0,2215.0,2511.0,2015,2016,2
hr246-115,H.R.246,115.0,280554329.0,2275.0,2770.0,2017,2018,2
s983-116,S.983,116.0,280420092.0,1358.0,1000.0,2019,2020,2
s24-113,S.24,113.0,280334000.0,2047.0,1106.0,2013,2014,2
s1064-116,S.1064,116.0,279990000.0,1349.0,880.0,2019,2020,2
s28-115,S.28,115.0,279940469.0,881.0,828.0,2017,2018,2
s999-116,S.999,116.0,279765500.0,1369.0,1253.0,2019,2020,2
s3799-117,S.3799,117.0,279658645.0,3550.0,4047.0,2021,2023,3
hr8-112,H.R.8,112.0,279246480.0,2882.0,3310.0,2013,2013,1
s151-116,S.151,116.0,279074395.0,2026.0,2283.0,2019,2020,2
s808-114,S.808,114.0,278919027.0,2026.0,3081.0,2015,2016,2
s2733-114,S.2733,114.0,278755930.0,1305.0,1980.0,2016,2017,2
hr259-113,H.R.259,113.0,278457029.0,1586.0,2710.0,2013,2014,2
hr3857-115,H.R.3857,115.0,278013961.0,2036.0,1852.0,2017,2019,3
s4348-117,S.4348,117.0,277806934.0,2994.0,3111.0,2022,2023,2
s112-114,S.112,114.0,277765516.0,1583.0,1228.0,2015,2016,2
s1897-113,S.1897,113.0,277732264.0,1633.0,1680.0,2013,2015,3
hr1734-114,H.R.1734,114.0,277480180.0,1901.0,1876.0,2015,2016,2
s792-115,S.792,115.0,277264031.0,1179.0,1322.0,2017,2019,3
hr3524-117,H.R.3524,117.0,276782526.0,1906.0,2214.0,2021,2022,2
s80-116,S.80,116.0,275835406.0,1633.0,2036.0,2019,2020,2
hr1346-116,H.R.1346,116.0,275769204.0,1527.0,1313.0,2019,2020,2
s714-113,S.714,113.0,275306702.0,1431.0,1035.0,2013,2014,2
hr3711-117,H.R.3711,117.0,275180004.0,1458.0,1323.0,2021,2023,3
hr2126-113,H.R.2126,113.0,274977784.0,1359.0,1751.0,2013,2015,3
s452-115,S.452,115.0,274612366.0,1520.0,1500.0,2017,2018,2
s2475-117,S.2475,117.0,274461765.0,1274.0,1293.0,2021,2023,3
s2438-113,S.2438,113.0,274402238.0,2776.0,3834.0,2013,2015,3
hr1020-113,H.R.1020,113.0,274305172.0,1320.0,854.0,2013,2014,2
s2522-116,S.2522,116.0,274146637.0,2598.0,2341.0,2019,2020,2
s431-114,S.431,114.0,273989623.0,1455.0,1132.0,2015,2016,2
hr387-115,H.R.387,115.0,273901587.0,2181.0,2162.0,2017,2018,2
s742-117,S.742,117.0,273820000.0,1407.0,956.0,2021,2022,2
hr1976-117,H.R.1976,117.0,273551150.0,1707.0,1274.0,2021,2022,2
s1976-113,S.1976,113.0,273506114.0,1547.0,1454.0,2014,2015,2
hr526-114,H.R.526,114.0,273501052.0,1148.0,1847.0,2015,2016,2
hr2315-114,H.R.2315,114.0,272705882.0,2024.0,2512.0,2015,2016,2
s3410-117,S.3410,117.0,272660000.0,1196.0,924.0,2021,2023,3
hr1564-113,H.R.1564,113.0,272607688.0,1823.0,1127.0,2013,2014,2
hr78-115,H.R.78,115.0,272187980.0,1497.0,1160.0,2017,2018,2
s1602-116,S.1602,116.0,272176044.0,1592.0,1485.0,2019,2020,2
hr1266-114,H.R.1266,114.0,271857139.0,1759.0,2414.0,2015,2016,2
hr648-116,H.R.648,116.0,271798253.0,1833.0,1617.0,2019,2020,2
hr247-115,H.R.247,115.0,271735469.0,822.0,704.0,2017,2018,2
hr2128-113,H.R.2128,113.0,271385065.0,1069.0,888.0,2013,2015,3
s478-117,S.478,117.0,271165000.0,1355.0,870.0,2021,2022,2
hr6147-115,H.R.6147,115.0,270955860.0,4648.0,6154.0,2017,2019,3
hr268-116,H.R.268,116.0,270947985.0,965.0,1328.0,2019,2020,2
hr6000-117,H.R.6000,117.0,270926755.0,2506.0,3522.0,2021,2023,3
s1015-114,S.1015,114.0,270726438.0,1418.0,838.0,2015,2016,2
s1691-115,S.1691,115.0,270610386.0,1621.0,2041.0,2017,2019,3
hr1423-116,H.R.1423,116.0,270571160.0,1762.0,2054.0,2019,2020,2
hr1226-113,H.R.1226,113.0,270395072.0,1327.0,831.0,2013,2014,2
s1995-113,S.1995,113.0,269869284.0,1355.0,1403.0,2014,2014,1
hr184-115,H.R.184,115.0,269786819.0,2013.0,2109.0,2017,2018,2
s99-116,S.99,116.0,269597000.0,1425.0,1098.0,2019,2020,2
s2508-117,S.2508,117.0,269323229.0,1464.0,1105.0,2021,2023,3
s536-115,S.536,115.0,269045000.0,1661.0,1143.0,2017,2018,2
hr448-116,H.R.448,116.0,268917640.0,1554.0,1234.0,2019,2020,2
s3158-115,S.3158,115.0,268834555.0,3181.0,3910.0,2018,2019,2
hr4447-116,H.R.4447,116.0,268217147.0,2275.0,2818.0,2019,2020,2
s737-113,S.737,113.0,267988000.0,1180.0,716.0,2013,2014,2
hr1273-114,H.R.1273,114.0,267913033.0,1252.0,1128.0,2015,2016,2
hr394-115,H.R.394,115.0,267885000.0,1727.0,1342.0,2017,2018,2
hr1166-116,H.R.1166,116.0,267784058.0,1828.0,1782.0,2019,2020,2
hr3987-116,H.R.3987,116.0,267781000.0,1321.0,831.0,2019,2020,2
s788-116,S.788,116.0,267529061.0,2049.0,2676.0,2019,2020,2
hr2775-113,H.R.2775,113.0,266956629.0,2986.0,4027.0,2013,2015,3
hr1772-113,H.R.1772,113.0,266938414.0,2363.0,3038.0,2013,2014,2
hr3020-114,H.R.3020,114.0,266918940.0,3925.0,4603.0,2015,2017,3
s4317-116,S.4317,116.0,266900019.0,2238.0,2613.0,2020,2020,1
hr6886-116,H.R.6886,116.0,266823460.0,968.0,1110.0,2020,2020,1
s832-113,S.832,113.0,266448748.0,1285.0,771.0,2013,2014,2
hr1666-116,H.R.1666,116.0,266200407.0,687.0,882.0,2019,2020,2
hr5021-113,H.R.5021,113.0,266062199.0,1859.0,2744.0,2013,2015,3
s2976-115,S.2976,115.0,265802049.0,2786.0,3118.0,2018,2019,2
hr7000-116,H.R.7000,116.0,265751000.0,1291.0,873.0,2020,2020,1
hr5084-116,H.R.5084,116.0,265688420.0,1293.0,908.0,2019,2020,2
hr879-115,H.R.879,115.0,265500000.0,940.0,763.0,2017,2018,2
s2137-116,S.2137,116.0,265334999.0,1665.0,2423.0,2019,2020,2
hjres123-115,H.J.RES.123,115.0,265309661.0,1945.0,2217.0,2017,2018,2
hr3441-115,H.R.3441,115.0,265295513.0,1548.0,2257.0,2017,2019,3
s2534-113,S.2534,113.0,265030720.0,2395.0,3059.0,2014,2015,2
hr3107-116,H.R.3107,116.0,264975081.0,2422.0,3161.0,2019,2020,2
s470-116,S.470,116.0,264837409.0,1443.0,966.0,2019,2020,2
hr469-115,H.R.469,115.0,264537786.0,1587.0,1473.0,2017,2019,3
hr2578-116,H.R.2578,116.0,264440031.0,592.0,733.0,2019,2020,2
hr3173-117,H.R.3173,117.0,264288118.0,2575.0,3361.0,2021,2023,3
s902-117,S.902,117.0,264149343.0,455.0,471.0,2021,2022,2
s673-117,S.673,117.0,264092217.0,1585.0,1235.0,2021,2022,2
hr1190-114,H.R.1190,114.0,264063960.0,2186.0,2513.0,2015,2016,2
